Mod:Item:MetaData, Localized Name
botania:biomestonea13stairs, tile.biomeStoneA13Stairs.name
botania:biomestonea13slab:0, Metamorphic Desert Cobblestone Slab
botania:biomestonea14stairs, tile.biomeStoneA14Stairs.name
botania:biomestonea14slab:0, Metamorphic Taiga Cobblestone Slab
botania:biomestonea15stairs, tile.biomeStoneA15Stairs.name
botania:biomestonea15slab:0, Metamorphic Mesa Cobblestone Slab
botania:biomestoneb0stairs, tile.biomeStoneB0Stairs.name
botania:biomestoneb0slab:0, Metamorphic Forest Stone Brick Slab
botania:biomestoneb1stairs, tile.biomeStoneB1Stairs.name
botania:biomestoneb1slab:0, Metamorphic Plains Stone Brick Slab
botania:biomestoneb2stairs, tile.biomeStoneB2Stairs.name
botania:biomestoneb2slab:0, Metamorphic Mountain Stone Brick Slab
botania:biomestoneb3stairs, tile.biomeStoneB3Stairs.name
botania:biomestoneb3slab:0, Metamorphic Fungal Stone Brick Slab
botania:biomestoneb4stairs, tile.biomeStoneB4Stairs.name
botania:biomestoneb4slab:0, Metamorphic Swamp Stone Brick Slab
botania:biomestoneb5stairs, tile.biomeStoneB5Stairs.name
botania:biomestoneb5slab:0, Metamorphic Desert Stone Brick Slab
botania:biomestoneb6stairs, tile.biomeStoneB6Stairs.name
botania:biomestoneb6slab:0, Metamorphic Taiga Stone Brick Slab
botania:biomestoneb7stairs, tile.biomeStoneB7Stairs.name
botania:biomestoneb7slab:0, Metamorphic Mesa Stone Bricks Slab
botania:biomestonea0wall:0, Metamorphic Forest Cobblestone Wall
botania:biomestonea0wall:1, Metamorphic Plains Cobblestone Wall
botania:biomestonea0wall:2, Metamorphic Mountain Cobblestone Wall
botania:biomestonea0wall:3, Metamorphic Fungal Cobblestone Wall
botania:biomestonea0wall:4, Metamorphic Swamp Cobblestone Wall
botania:biomestonea0wall:5, Metamorphic Desert Cobblestone Wall
botania:biomestonea0wall:6, Metamorphic Taiga Cobblestone Wall
botania:biomestonea0wall:7, Metamorphic Mesa Cobblestone Wall
botania:pavement0stairs, tile.pavement0Stairs.name
botania:pavement0slab:0, White Portuguese Pavement Slab
botania:pavement1stairs, tile.pavement1Stairs.name
botania:pavement1slab:0, Black Portuguese Pavement Slab
botania:pavement2stairs, tile.pavement2Stairs.name
botania:pavement2slab:0, Blue Portuguese Pavement Slab
botania:pavement3stairs, tile.pavement3Stairs.name
botania:pavement3slab:0, Red Portuguese Pavement Slab
botania:pavement4stairs, tile.pavement4Stairs.name
botania:pavement4slab:0, Yellow Portuguese Pavement Slab
botania:pavement5stairs, tile.pavement5Stairs.name
botania:pavement5slab:0, Green Portuguese Pavement Slab
botania:shimmerrock0slab:0, Shimmerrock Slab
botania:shimmerrock0stairs, tile.shimmerrock0Stairs.name
botania:shimmerwoodplanks0slab:0, Shimmerwood Plank Slab
botania:shimmerwoodplanks0stairs, tile.shimmerwoodPlanks0Stairs.name
botania:managlasspane, tile.manaGlassPane.name
botania:elfglasspane, tile.elfGlassPane.name
botania:bifrostpermpane, tile.bifrostPermPane.name
botania:flower:0, Mystical White Flower
botania:flower:1, Mystical Orange Flower
botania:flower:2, Mystical Magenta Flower
botania:flower:3, Mystical Light Blue Flower
botania:flower:4, Mystical Yellow Flower
botania:flower:5, Mystical Lime Flower
botania:flower:6, Mystical Pink Flower
botania:flower:7, Mystical Gray Flower
botania:flower:8, Mystical Light Gray Flower
botania:flower:9, Mystical Cyan Flower
botania:flower:10, Mystical Purple Flower
botania:flower:11, Mystical Blue Flower
botania:flower:12, Mystical Brown Flower
botania:flower:13, Mystical Green Flower
botania:flower:14, Mystical Red Flower
botania:flower:15, Mystical Black Flower
botania:altar:0, Petal Apothecary
botania:altar:1, Forest Petal Apothecary
botania:altar:2, Plains Petal Apothecary
botania:altar:3, Mountain Petal Apothecary
botania:altar:4, Fungal Petal Apothecary
botania:altar:5, Swamp Petal Apothecary
botania:altar:6, Desert Petal Apothecary
botania:altar:7, Taiga Petal Apothecary
botania:altar:8, Mesa Petal Apothecary
botania:livingrock:0, Livingrock
botania:livingrock:1, Livingrock Brick
botania:livingrock:2, Mossy Livingrock Brick
botania:livingrock:3, Cracked Livingrock Brick
botania:livingrock:4, Chiseled Livingrock Brick
botania:livingwood:0, Livingwood
botania:livingwood:1, Livingwood Planks
botania:livingwood:2, Mossy Livingwood Planks
botania:livingwood:3, Framed Livingwood
botania:livingwood:4, Pattern Framed Livingwood
botania:livingwood:5, Glimmering Livingwood
botania:specialflower:0, Pure Daisy
botania:specialflower:0, Manastar
botania:specialflower:0, Endoflame
botania:specialflower:0, Hydroangeas
botania:specialflower:0, Thermalily
botania:specialflower:0, Rosa Arcana
botania:specialflower:0, Munchdew
botania:specialflower:0, Entropinnyum
botania:specialflower:0, Kekimurus
botania:specialflower:0, Gourmaryllis
botania:specialflower:0, Narslimmus
botania:specialflower:0, Spectrolus
botania:specialflower:0, Rafflowsia
botania:specialflower:0, Shulk Me Not
botania:specialflower:0, Dandelifeon
botania:specialflower:0, Jaded Amaranthus
botania:specialflower:0, Bellethorne
botania:specialflower:0, Bellethorne Petite
botania:specialflower:0, Dreadthorne
botania:specialflower:0, Heisei Dream
botania:specialflower:0, Tigerseye
botania:specialflower:0, Marimorphosis
botania:specialflower:0, Marimorphosis Petite
botania:specialflower:0, Orechid
botania:specialflower:0, Orechid Ignem
botania:specialflower:0, Fallen Kanade
botania:specialflower:0, Exoflame
botania:specialflower:0, Agricarnation
botania:specialflower:0, Agricarnation Petite
botania:specialflower:0, Hopperhock
botania:specialflower:0, Hopperhock Petite
botania:specialflower:0, Rannuncarpus
botania:specialflower:0, Rannuncarpus Petite
botania:specialflower:0, Tangleberrie
botania:specialflower:0, Jiyuulia
botania:specialflower:0, Hyacidus
botania:specialflower:0, Medumone
botania:specialflower:0, Pollidisiac
botania:specialflower:0, Clayconia
botania:specialflower:0, Clayconia Petite
botania:specialflower:0, Loonium
botania:specialflower:0, Daffomill
botania:specialflower:0, Vinculotus
botania:specialflower:0, Spectranthemum
botania:specialflower:0, Bubbell
botania:specialflower:0, Bubbell Petite
botania:specialflower:0, Solegnolia
botania:specialflower:0, Solegnolia Petite
botania:specialflower:0, Bergamute
botania:specialflower:0, Beegonia
botania:specialflower:0, Hiveacynth
botania:specialflower:0, Hibeescus
botania:spreader:0, Mana Spreader
botania:spreader:1, Pulse Mana Spreader
botania:spreader:2, Elven Mana Spreader
botania:spreader:3, Gaia Mana Spreader
botania:pool:0, Mana Pool
botania:pool:2, Diluted Mana Pool
botania:pool:3, Fabulous Mana Pool
botania:pool:1, The Everlasting Guilty Pool
botania:runealtar, tile.runeAltar.name
botania:pylon:0, Mana Pylon
botania:pylon:1, Natura Pylon
botania:pylon:2, Gaia Pylon
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, Oxygen Bubble Distributor
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, Enchanter
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, Open Crate
botania:opencrate:1, Crafty Crate
botania:foresteye, tile.forestEye.name
botania:storage:0, Block of Manasteel
botania:storage:1, Block of Terrasteel
botania:storage:2, Block of Elementium
botania:storage:3, Block of Mana Diamond
botania:storage:4, Block of Dragonstone
botania:forestdrum:0, Drum of the Wild
botania:forestdrum:1, Drum of the Gathering
botania:forestdrum:2, Drum of the Canopy
botania:shinyflower:0, Glimmering White Flower
botania:shinyflower:1, Glimmering Orange Flower
botania:shinyflower:2, Glimmering Magenta Flower
botania:shinyflower:3, Glimmering Light Blue Flower
botania:shinyflower:4, Glimmering Yellow Flower
botania:shinyflower:5, Glimmering Lime Flower
botania:shinyflower:6, Glimmering Pink Flower
botania:shinyflower:7, Glimmering Gray Flower
botania:shinyflower:8, Glimmering Light Gray Flower
botania:shinyflower:9, Glimmering Cyan Flower
botania:shinyflower:10, Glimmering Purple Flower
botania:shinyflower:11, Glimmering Blue Flower
botania:shinyflower:12, Glimmering Brown Flower
botania:shinyflower:13, Glimmering Green Flower
botania:shinyflower:14, Glimmering Red Flower
botania:shinyflower:15, Glimmering Black Flower
botania:platform:0, Abstruse Platform
botania:platform:1, Spectral Platform
botania:platform:2, Infrangible Platform
botania:alfheimportal, tile.alfheimPortal.name
botania:dreamwood:0, Dreamwood
botania:dreamwood:1, Dreamwood Planks
botania:dreamwood:2, Mossy Dreamwood Planks
botania:dreamwood:3, Framed Dreamwood
botania:dreamwood:4, Pattern Framed Dreamwood
botania:dreamwood:5, Glimmering Dreamwood
botania:conjurationcatalyst, tile.conjurationCatalyst.name
botania:bifrost, tile.bifrost.name
botania:miniisland:0, Floating White Flower
botania:miniisland:1, Floating Orange Flower
botania:miniisland:2, Floating Magenta Flower
botania:miniisland:3, Floating Light Blue Flower
botania:miniisland:4, Floating Yellow Flower
botania:miniisland:5, Floating Lime Flower
botania:miniisland:6, Floating Pink Flower
botania:miniisland:7, Floating Gray Flower
botania:miniisland:8, Floating Light Gray Flower
botania:miniisland:9, Floating Cyan Flower
botania:miniisland:10, Floating Purple Flower
botania:miniisland:11, Floating Blue Flower
botania:miniisland:12, Floating Brown Flower
botania:miniisland:13, Floating Green Flower
botania:miniisland:14, Floating Red Flower
botania:miniisland:15, Floating Black Flower
botania:tinypotato, tile.tinyPotato.name
botania:spawnerclaw, tile.spawnerClaw.name
botania:custombrick:0, Azulejo
botania:custombrick:1, Azulejo
botania:custombrick:2, Azulejo
botania:custombrick:3, Azulejo
botania:custombrick:4, Azulejo
botania:custombrick:5, Azulejo
botania:custombrick:6, Azulejo
botania:custombrick:7, Azulejo
botania:custombrick:8, Azulejo
botania:custombrick:9, Azulejo
botania:custombrick:10, Azulejo
botania:custombrick:11, Azulejo
botania:custombrick:12, Azulejo
botania:custombrick:13, Azulejo
botania:custombrick:14, Azulejo
botania:custombrick:15, Azulejo
botania:endereyeblock, tile.enderEyeBlock.name
botania:starfield, tile.starfield.name
botania:rfgenerator, tile.rfGenerator.name
botania:elfglass, tile.elfGlass.name
botania:brewery, tile.brewery.name
botania:managlass, tile.manaGlass.name
botania:terraplate, tile.terraPlate.name
botania:redstringcontainer, tile.redStringContainer.name
botania:redstringdispenser, tile.redStringDispenser.name
botania:redstringfertilizer, tile.redStringFertilizer.name
botania:redstringcomparator, tile.redStringComparator.name
botania:redstringrelay, tile.redStringRelay.name
botania:floatingspecialflower:0, Floating Pure Daisy
botania:floatingspecialflower:0, Floating Manastar
botania:floatingspecialflower:0, Floating Endoflame
botania:floatingspecialflower:0, Floating Hydroangeas
botania:floatingspecialflower:0, Floating Thermalily
botania:floatingspecialflower:0, Floating Rosa Arcana
botania:floatingspecialflower:0, Floating Munchdew
botania:floatingspecialflower:0, Floating Entropinnyum
botania:floatingspecialflower:0, Floating Kekimurus
botania:floatingspecialflower:0, Floating Gourmaryllis
botania:floatingspecialflower:0, Floating Narslimmus
botania:floatingspecialflower:0, Floating Spectrolus
botania:floatingspecialflower:0, Floating Rafflowsia
botania:floatingspecialflower:0, Floating Shulk Me Not
botania:floatingspecialflower:0, Floating Dandelifeon
botania:floatingspecialflower:0, Floating Jaded Amaranthus
botania:floatingspecialflower:0, Floating Bellethorne
botania:floatingspecialflower:0, Floating Bellethorne Petite
botania:floatingspecialflower:0, Floating Dreadthorne
botania:floatingspecialflower:0, Floating Heisei Dream
botania:floatingspecialflower:0, Floating Tigerseye
botania:floatingspecialflower:0, Floating Marimorphosis
botania:floatingspecialflower:0, Floating Marimorphosis Petite
botania:floatingspecialflower:0, Floating Orechid
botania:floatingspecialflower:0, Floating Orechid Ignem
botania:floatingspecialflower:0, Floating Fallen Kanade
botania:floatingspecialflower:0, Floating Exoflame
botania:floatingspecialflower:0, Floating Agricarnation
botania:floatingspecialflower:0, Floating Agricarnation Petite
botania:floatingspecialflower:0, Floating Hopperhock
botania:floatingspecialflower:0, Floating Hopperhock Petite
botania:floatingspecialflower:0, Floating Rannuncarpus
botania:floatingspecialflower:0, Floating Rannuncarpus Petite
botania:floatingspecialflower:0, Floating Tangleberrie
botania:floatingspecialflower:0, Floating Jiyuulia
botania:floatingspecialflower:0, Floating Hyacidus
botania:floatingspecialflower:0, Floating Medumone
botania:floatingspecialflower:0, Floating Pollidisiac
botania:floatingspecialflower:0, Floating Clayconia
botania:floatingspecialflower:0, Floating Clayconia Petite
botania:floatingspecialflower:0, Floating Loonium
botania:floatingspecialflower:0, Floating Daffomill
botania:floatingspecialflower:0, Floating Vinculotus
botania:floatingspecialflower:0, Floating Spectranthemum
botania:floatingspecialflower:0, Floating Bubbell
botania:floatingspecialflower:0, Floating Bubbell Petite
botania:floatingspecialflower:0, Floating Solegnolia
botania:floatingspecialflower:0, Floating Solegnolia Petite
botania:floatingspecialflower:0, Floating Bergamute
botania:floatingspecialflower:0, Floating Beegonia
botania:floatingspecialflower:0, Floating Hiveacynth
botania:floatingspecialflower:0, Floating Hibeescus
botania:prism, tile.prism.name
botania:enchantedsoil, tile.enchantedSoil.name
botania:petalblock:0, White Petal Block
botania:petalblock:1, Orange Petal Block
botania:petalblock:2, Magenta Petal Block
botania:petalblock:3, Light Blue Petal Block
botania:petalblock:4, Yellow Petal Block
botania:petalblock:5, Lime Petal Block
botania:petalblock:6, Pink Petal Block
botania:petalblock:7, Gray Petal Block
botania:petalblock:8, Light Gray Petal Block
botania:petalblock:9, Cyan Petal Block
botania:petalblock:10, Purple Petal Block
botania:petalblock:11, Blue Petal Block
botania:petalblock:12, Brown Petal Block
botania:petalblock:13, Green Petal Block
botania:petalblock:14, Red Petal Block
botania:petalblock:15, Black Petal Block
botania:corporeaindex, tile.corporeaIndex.name
botania:corporeafunnel, tile.corporeaFunnel.name
botania:mushroom:0, White Shimmering Mushroom
botania:mushroom:1, Orange Shimmering Mushroom
botania:mushroom:2, Magenta Shimmering Mushroom
botania:mushroom:3, Light Blue Shimmering Mushroom
botania:mushroom:4, Yellow Shimmering Mushroom
botania:mushroom:5, Lime Shimmering Mushroom
botania:mushroom:6, Pink Shimmering Mushroom
botania:mushroom:7, Gray Shimmering Mushroom
botania:mushroom:8, Light Gray Shimmering Mushroom
botania:mushroom:9, Cyan Shimmering Mushroom
botania:mushroom:10, Purple Shimmering Mushroom
botania:mushroom:11, Blue Shimmering Mushroom
botania:mushroom:12, Brown Shimmering Mushroom
botania:mushroom:13, Green Shimmering Mushroom
botania:mushroom:14, Red Shimmering Mushroom
botania:mushroom:15, Black Shimmering Mushroom
botania:pump, Fluid Extractor
botania:doubleflower1:0, Tall Mystical White Flower
botania:doubleflower1:1, Tall Mystical Orange Flower
botania:doubleflower1:2, Tall Mystical Magenta Flower
botania:doubleflower1:3, Tall Mystical Light Blue Flower
botania:doubleflower1:4, Tall Mystical Yellow Flower
botania:doubleflower1:5, Tall Mystical Lime Flower
botania:doubleflower1:6, Tall Mystical Pink Flower
botania:doubleflower1:7, Tall Mystical Gray Flower
botania:doubleflower2:0, Tall Mystical Light Gray Flower
botania:doubleflower2:1, Tall Mystical Cyan Flower
botania:doubleflower2:2, Tall Mystical Purple Flower
botania:doubleflower2:3, Tall Mystical Blue Flower
botania:doubleflower2:4, Tall Mystical Brown Flower
botania:doubleflower2:5, Tall Mystical Green Flower
botania:doubleflower2:6, Tall Mystical Red Flower
botania:doubleflower2:7, Tall Mystical Black Flower
botania:blazeblock, tile.blazeBlock.name
botania:corporeainterceptor, tile.corporeaInterceptor.name
botania:corporeacrystalcube, tile.corporeaCrystalCube.name
botania:incenseplate, tile.incensePlate.name
botania:hourglass, tile.hourglass.name
botania:ghostrail, tile.ghostRail.name
botania:sparkchanger, tile.sparkChanger.name
botania:root, tile.root.name
botania:felpumpkin, tile.felPumpkin.name
botania:cocoon, tile.cocoon.name
botania:lightrelay:0, Luminizer
botania:lightrelay:1, Detector Luminizer
botania:lightrelay:2, Fork Luminizer
botania:lightrelay:3, Toggle Luminizer
botania:lightlauncher, tile.lightLauncher.name
botania:manabomb, tile.manaBomb.name
botania:cacophoniumblock, tile.cacophoniumBlock.name
botania:bellows, tile.bellows.name
botania:bifrostperm, tile.bifrostPerm.name
botania:cellblock, tile.cellBlock.name
botania:redstringinterceptor, tile.redStringInterceptor.name
botania:corporearetainer, tile.corporeaRetainer.name
botania:teruterubozu, tile.teruTeruBozu.name
botania:shimmerrock, tile.shimmerrock.name
botania:shimmerwoodplanks, tile.shimmerwoodPlanks.name
botania:avatar, tile.avatar.name
botania:altgrass:0, Dry Grass
botania:altgrass:1, Golden Grass
botania:altgrass:2, Vivid Grass
botania:altgrass:3, Scorched Grass
botania:altgrass:4, Infused Grass
botania:altgrass:5, Mutated Grass
botania:animatedtorch, tile.animatedTorch.name
buildinggadgets:buildingtool, Building Gadget
buildinggadgets:exchangertool, Exchanging Gadget
buildinggadgets:copypastetool, Copy-Paste Gadget
buildinggadgets:templatemanager, Template Manager
buildinggadgets:template, Template
buildinggadgets:destructiontool, Destruction Gadget
buildinggadgets:constructionblock_dense, Dense Construction Block
buildinggadgets:constructionblock, Construction Block
buildinggadgets:constructionblockpowder, Construction Block Powder
buildinggadgets:constructionpaste, Construction Paste
buildinggadgets:construction_chunk_dense, Dense Construction Chunk
buildinggadgets:constructionpastecontainer, Paste Container
buildinggadgets:constructionpastecontainert2, Paste Container T2
buildinggadgets:constructionpastecontainert3, Paste Container T3
buildinggadgets:constructionpastecontainercreative, Creative Paste Container
ceramics:unfired_clay:0, Unfired Clay Bucket
ceramics:unfired_clay:1, Unfired Clay Shears
ceramics:unfired_clay:4, Unfired Porcelain
ceramics:unfired_clay:5, Porcelain Brick
ceramics:unfired_clay:6, Unfired Faucet
ceramics:unfired_clay:7, Unfired Channel
ceramics:unfired_clay:8, Unfired Clay Plate
ceramics:unfired_clay:9, Clay Plate
ceramics:clay_bucket:0, Clay Bucket
ceramics:clay_bucket:0, Water Clay Bucket
ceramics:clay_bucket:0, Lava Clay Bucket
ceramics:clay_bucket:0, Molten Iron Clay Bucket
ceramics:clay_bucket:0, Molten Gold Clay Bucket
ceramics:clay_bucket:0, Molten Pigiron Clay Bucket
ceramics:clay_bucket:0, Molten Cobalt Clay Bucket
ceramics:clay_bucket:0, Molten Ardite Clay Bucket
ceramics:clay_bucket:0, Molten Manyullyn Clay Bucket
ceramics:clay_bucket:0, Molten Knightslime Clay Bucket
ceramics:clay_bucket:0, Molten Aluminum Brass Clay Bucket
ceramics:clay_bucket:0, Molten Brass Clay Bucket
ceramics:clay_bucket:0, Molten Copper Clay Bucket
ceramics:clay_bucket:0, Molten Tin Clay Bucket
ceramics:clay_bucket:0, Molten Bronze Clay Bucket
ceramics:clay_bucket:0, Molten Zinc Clay Bucket
ceramics:clay_bucket:0, Molten Lead Clay Bucket
ceramics:clay_bucket:0, Molten Nickel Clay Bucket
ceramics:clay_bucket:0, Molten Silver Clay Bucket
ceramics:clay_bucket:0, Molten Electrum Clay Bucket
ceramics:clay_bucket:0, Molten Steel Clay Bucket
ceramics:clay_bucket:0, Molten Aluminum Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrogen Clay Bucket
ceramics:clay_bucket:0, Liquid Oxygen Clay Bucket
ceramics:clay_bucket:0, Liquid Chlorine Clay Bucket
ceramics:clay_bucket:0, Liquid Sulfur Dioxide Clay Bucket
ceramics:clay_bucket:0, Liquid Sulfur Trioxide Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrogen Chloride Clay Bucket
ceramics:clay_bucket:0, Liquid Ethylene Clay Bucket
ceramics:clay_bucket:0, Liquid Sodium Clay Bucket
ceramics:clay_bucket:0, Brine Clay Bucket
ceramics:clay_bucket:0, Liquid Deuterium Clay Bucket
ceramics:clay_bucket:0, Liquid Tritium Clay Bucket
ceramics:clay_bucket:0, Liquid D-T Fuel Clay Bucket
ceramics:clay_bucket:0, Liquid Lithium Clay Bucket
ceramics:clay_bucket:0, Heavy Water Clay Bucket
ceramics:clay_bucket:0, Steam Clay Bucket
ceramics:clay_bucket:0, Liquid Glowstone Clay Bucket
ceramics:clay_bucket:0, Liquid Magma Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Clay Bucket
ceramics:clay_bucket:0, Icy Water Clay Bucket
ceramics:clay_bucket:0, Liquid Crystallized Water Clay Bucket
ceramics:clay_bucket:0, Radioactive Water Clay Bucket
ceramics:clay_bucket:0, Clean Water Clay Bucket
ceramics:clay_bucket:0, Infected Water Clay Bucket
ceramics:clay_bucket:0, Liquid Methane Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Ice Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrocarbon Clay Bucket
ceramics:clay_bucket:0, Liquid Chocolate Clay Bucket
ceramics:clay_bucket:0, Liquid Caramel Clay Bucket
ceramics:clay_bucket:0, Glowgas Clay Bucket
ceramics:clay_bucket:0, Molten Redstone Clay Bucket
ceramics:clay_bucket:0, Liquefied Ender Pearls Clay Bucket
ceramics:clay_bucket:0, Molten Electrical Steel Clay Bucket
ceramics:clay_bucket:0, Molten Energetic Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Vibrant Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Redstone Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Conductive Iron Clay Bucket
ceramics:clay_bucket:0, Molten Pulsating Iron Clay Bucket
ceramics:clay_bucket:0, Molten Dark Steel Clay Bucket
ceramics:clay_bucket:0, Molten Soularium Clay Bucket
ceramics:clay_bucket:0, Molten End Steel Clay Bucket
ceramics:clay_bucket:0, Molten Iron Alloy Clay Bucket
ceramics:clay_bucket:0, UU-Matter Clay Bucket
ceramics:clay_bucket:0, Construction Foam Clay Bucket
ceramics:clay_bucket:0, IC2 Coolant Clay Bucket
ceramics:clay_bucket:0, Creosote Clay Bucket
ceramics:clay_bucket:0, IC2 Hot Coolant Clay Bucket
ceramics:clay_bucket:0, Pahoehoe Lava Clay Bucket
ceramics:clay_bucket:0, Biomass Clay Bucket
ceramics:clay_bucket:0, Biogas Clay Bucket
ceramics:clay_bucket:0, Distilled Water Clay Bucket
ceramics:clay_bucket:0, Superheated Steam Clay Bucket
ceramics:clay_bucket:0, Steam Clay Bucket
ceramics:clay_bucket:0, Hotspring Water Clay Bucket
ceramics:clay_bucket:0, Weed-Ex Clay Bucket
ceramics:clay_bucket:0, Air Clay Bucket
ceramics:clay_bucket:0, Hydrogen Clay Bucket
ceramics:clay_bucket:0, Oxygen Clay Bucket
ceramics:clay_bucket:0, Heavy Water Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Biomass Clay Bucket
ceramics:clay_bucket:0, Liquid Glass Clay Bucket
ceramics:clay_bucket:0, Honey Clay Bucket
ceramics:clay_bucket:0, Crushed Ice Clay Bucket
ceramics:clay_bucket:0, Fruit Juice Clay Bucket
ceramics:clay_bucket:0, Seed Oil Clay Bucket
ceramics:clay_bucket:0, Short Mead Clay Bucket
ceramics:clay_bucket:0, Soul Crude Clay Bucket
ceramics:clay_bucket:0, Dwarven Oil Clay Bucket
ceramics:clay_bucket:0, Dwarven Fuel Gas Clay Bucket
ceramics:clay_bucket:0, Molten Dawnstone Clay Bucket
ceramics:clay_bucket:0, Alchemical Slurry Clay Bucket
ceramics:clay_bucket:0, Witchwater Clay Bucket
ceramics:clay_bucket:0, Oil Clay Bucket
ceramics:clay_bucket:0, Fuel Clay Bucket
ceramics:clay_bucket:0, Oxygen Clay Bucket
ceramics:clay_bucket:0, Hydrogen Clay Bucket
ceramics:clay_bucket:0, Bacterial Sludge Clay Bucket
ceramics:clay_bucket:0, Methane Gas Clay Bucket
ceramics:clay_bucket:0, Atmospheric Gases Clay Bucket
ceramics:clay_bucket:0, Liquid Methane Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Clay Bucket
ceramics:clay_bucket:0, Nitrogen Clay Bucket
ceramics:clay_bucket:0, CO2 Gas Clay Bucket
ceramics:clay_bucket:0, Argon Gas Clay Bucket
ceramics:clay_bucket:0, Liquid Argon Clay Bucket
ceramics:clay_bucket:0, Helium Clay Bucket
ceramics:clay_bucket:0, Sulphuric Acid Clay Bucket
ceramics:clay_bucket:0, Evil Infused Iron Clay Bucket
ceramics:clay_bucket:0, Enchanted Metal Clay Bucket
ceramics:clay_bucket:0, Molten Demon Metal Clay Bucket
ceramics:clay_bucket:0, Mutagen Clay Bucket
ceramics:clay_bucket:0, Liquid DNA Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Molten Enderium Clay Bucket
ceramics:clay_bucket:0, Molten Platinum Clay Bucket
ceramics:clay_bucket:0, Molten Iridium Clay Bucket
ceramics:clay_bucket:0, Molten Mithril Clay Bucket
ceramics:clay_bucket:0, Molten Signalum Clay Bucket
ceramics:clay_bucket:0, Molten Lumium Clay Bucket
ceramics:clay_bucket:0, Molten Constantan Clay Bucket
ceramics:clay_bucket:0, Molten Invar Clay Bucket
ceramics:clay_bucket:0, Molten Refined Obsidian Clay Bucket
ceramics:clay_bucket:0, Molten Refined Glowstone Clay Bucket
ceramics:clay_bucket:0, Molten Osmium Clay Bucket
ceramics:clay_bucket:0, Molten Manasteel Clay Bucket
ceramics:clay_bucket:0, Molten Terrasteel Clay Bucket
ceramics:clay_bucket:0, Molten Elementium Clay Bucket
ceramics:clay_bucket:0, Molten Gaia Spirit Clay Bucket
ceramics:clay_bucket:0, Molten Yellorium Clay Bucket
ceramics:clay_bucket:0, Molten Cyanite Clay Bucket
ceramics:clay_bucket:0, Molten Blutonium Clay Bucket
ceramics:clay_bucket:0, Molten Ludicrite Clay Bucket
ceramics:clay_bucket:0, Molten Psimetal Clay Bucket
ceramics:clay_bucket:0, Molten Ivory Psimetal Clay Bucket
ceramics:clay_bucket:0, Molten Ebony Psimetal Clay Bucket
ceramics:clay_bucket:0, Molten Fluxed Electrum Clay Bucket
ceramics:clay_bucket:0, Molten Refined Iron Clay Bucket
ceramics:clay_bucket:0, Molten Tungsten Clay Bucket
ceramics:clay_bucket:0, Molten Titanium Clay Bucket
ceramics:clay_bucket:0, Molten Chrome Clay Bucket
ceramics:clay_bucket:0, Molten Advanced Alloy Clay Bucket
ceramics:clay_bucket:0, Deuterium Clay Bucket
ceramics:clay_bucket:0, Tritium Clay Bucket
ceramics:clay_bucket:0, Helium-3 Clay Bucket
ceramics:clay_bucket:0, Molten Boron Clay Bucket
ceramics:clay_bucket:0, Molten Boron-10 Clay Bucket
ceramics:clay_bucket:0, Molten Boron-11 Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-6 Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-7 Clay Bucket
ceramics:clay_bucket:0, Molten Ferroboron Clay Bucket
ceramics:clay_bucket:0, Molten Tough Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Hard Carbon Clay Bucket
ceramics:clay_bucket:0, Liquefacted Coal Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Clay Bucket
ceramics:clay_bucket:0, Molten Manganese Clay Bucket
ceramics:clay_bucket:0, Molten Manganese Dioxide Clay Bucket
ceramics:clay_bucket:0, Molten Sulfur Clay Bucket
ceramics:clay_bucket:0, Molten Arsenic Clay Bucket
ceramics:clay_bucket:0, Liquid Helium Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Clay Bucket
ceramics:clay_bucket:0, Plasma Clay Bucket
ceramics:clay_bucket:0, Neutron Fluid Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Methanol Clay Bucket
ceramics:clay_bucket:0, RadAway Fluid Clay Bucket
